subj_idx,Participant Private ID,age_corrected,age_group,gender,worksit,education,edu_group,ideology,ideology_num,partisanship,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,questionnaire_attention_check,attention_start,attention_end,crt_correct,dogmatism,affective_polarisation,m_climate,m_immigration,m_punishment,m_teaculture,m_brain,m_gender,m_discrimination,m_adoption,m_selfenhancement,m_cats,s_climate,s_immigration,s_punishment,s_teaculture,s_brain,s_gender,s_discrimination,s_adoption,s_selfenhancement,s_cats,ideo_group,ideo_strength,ideo_m_climate,ideo_m_adoption,ideo_m_punishment,ideo_m_gender,ideo_m_discrimination,ideo_m_immigration,ideo_m_teaculture,ideo_m_brain,ideo_m_cats,self_m_enhancement
387,11694894,32,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,SNP,22,55,37,58,7,passed,Yes,Yes,2,20,19.405153954555477,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,1,2,1,1,1,1,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
129,11694895,29,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,SNP,6,64,53,24,3,passed,Yes,Yes,1,20,24.60081299469593,Higher,Higher,Neutral,Higher,Higher,Neutral,Lower,Lower,Higher,Higher,2,1,,2,1,,1,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
390,11694900,20,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,12,72,30,60,0,passed,Yes,Yes,1,26,27.46925554142303,Higher,Lower,Higher,Higher,Higher,Lower,Higher,Higher,Neutral,Higher,1,1,1,1,1,1,1,1,,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
133,11694905,18,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,20,93,60,20,0,passed,Yes,Yes,2,25,33.46401051876478,Higher,Neutral,Neutral,Higher,Neutral,Higher,Lower,Lower,Lower,Neutral,1,,,2,,2,1,2,1,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
130,11694907,39,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,15,82,80,75,7,passed,Yes,Yes,3,15,33.486713783230506,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Higher,Lower,2,2,1,,1,2,1,2,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
132,11694908,21,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Labour,16,96,41,9,15,passed,Yes,Yes,0,18,32.22793819033417,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Higher,2,2,1,1,1,2,1,2,2,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
392,11694913,19,18-24,male,Unemployed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Reform UK,60,32,36,35,60,passed,Yes,Yes,1,29,12.642784503423286,Neutral,Higher,Higher,Higher,Higher,Neutral,Neutral,Higher,Higher,Lower,,2,2,2,1,,,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
137,11694920,35,Above 32,male,Self-employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Conservative,67,4,31,42,57,passed,Yes,Yes,1,23,21.90342438980718,Lower,Higher,Neutral,Neutral,Higher,Lower,Higher,Higher,Higher,Neutral,2,2,,,1,1,1,1,1,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
135,11694923,33,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,19,68,60,66,2,passed,Yes,Yes,0,29,27.202941017470888,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Neutral,Neutral,Lower,1,1,1,2,,1,2,,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
495,11694928,20,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Green,10,50,65,75,0,passed,Yes,Yes,3,22,29.832867780352597,Higher,Neutral,Lower,Higher,Neutral,Higher,Lower,Lower,Higher,Higher,2,,2,1,,2,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
139,11694929,37,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Reform UK,0,10,20,30,80,passed,Yes,Yes,1,24,27.85677655436824,Neutral,Higher,Higher,Higher,Neutral,Higher,Neutral,Neutral,Higher,Neutral,,2,1,2,,1,,,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
393,11694936,22,18-24,female,Unemployed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Extremely left,1,Green,0,73,50,89,0,passed,Yes,Yes,3,23,36.77281604663967,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Lower,Lower,2,2,2,,1,2,2,1,1,2,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
155,11694939,36,Above 32,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,0,72,27,11,0,passed,Yes,Yes,2,19,26.884940022250372,Higher,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Neutral,Neutral,1,,2,1,1,1,1,1,,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
397,11694943,31,25-31,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,40,85,75,65,30,passed,Yes,Yes,0,21,20.83266665599966,Higher,Lower,Neutral,Higher,Higher,Higher,Lower,Lower,Higher,Neutral,2,1,,2,2,1,2,2,2,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
391,11694948,20,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,71,25,26,2,98,passed,Yes,No,2,32,34.909024621149186,Neutral,Higher,Higher,Higher,Higher,Lower,Neutral,Neutral,Higher,Lower,,1,1,2,2,1,,,2,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
394,11694967,22,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,55,50,30,10,50,passed,Yes,Yes,0,23,16.852299546352718,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Neutral,Neutral,1,1,1,1,1,1,1,1,,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
502,11694971,21,18-24,female,In school,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Conservative,89,40,38,30,51,passed,Yes,Yes,1,24,20.809613163151305,Neutral,Higher,Higher,Higher,Neutral,Lower,Lower,Lower,Higher,Lower,,1,1,1,,1,2,1,2,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
396,11694976,21,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Green,5,25,50,79,0,passed,Yes,Yes,3,18,29.444184485225602,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Lower,Higher,1,2,1,1,1,1,1,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
142,11694985,22,18-24,male,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,SNP,15,65,60,80,5,passed,Yes,Yes,3,19,29.49576240750525,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,1,1,2,1,2,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
398,11694986,30,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Reform UK,27,3,19,14,63,passed,Yes,Yes,0,22,20.439178065665946,Higher,Higher,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Higher,2,1,1,1,1,2,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
399,11694990,33,Above 32,female,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Conservative,79,17,34,35,2,passed,Yes,Yes,0,24,25.834860169933183,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Lower,Lower,Lower,1,1,1,1,,1,1,2,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
144,11694992,36,Above 32,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,0,0,0,35,100,passed,Yes,Yes,1,34,38.93584466786357,Lower,Higher,Higher,Higher,Higher,Lower,Higher,Lower,Higher,Higher,1,1,1,2,2,1,1,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
503,11694994,19,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Conservative,84,55,32,30,56,passed,Yes,Yes,0,26,19.652989594461197,Neutral,Higher,Higher,Higher,Neutral,Neutral,Lower,Neutral,Neutral,Neutral,,1,1,1,,,1,,,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
148,11694995,25,25-31,male,Unemployed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Slightly right,5,Conservative,65,40,75,10,25,passed,Yes,Yes,3,24,24.20743687382041,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,2,1,1,1,2,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
151,11695000,51,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Reform UK,69,15,33,48,80,passed,Yes,Yes,0,15,23.55419283269966,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,1,1,2,1,2,2,2,1,2,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
400,11695002,20,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,5,88,73,64,0,passed,Yes,Yes,0,19,36.370317568038914,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Neutral,Higher,2,1,1,2,1,2,2,1,,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
406,11695009,18,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,SNP,0,51,40,71,0,passed,Yes,Yes,2,22,28.26021939051429,Higher,Lower,Lower,Higher,Neutral,Higher,Lower,Lower,Neutral,Lower,1,2,1,1,,2,1,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
402,11695011,36,Above 32,female,Working in the household,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Reform UK,77,1,16,35,82,passed,Yes,Yes,0,17,32.344396732664535,Higher,Higher,Higher,Higher,Higher,Neutral,Neutral,Lower,Higher,Higher,1,2,2,2,1,,,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
150,11695012,28,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,85,4,9,68,46,passed,Yes,Yes,2,23,31.85341425969907,Higher,Neutral,Neutral,Lower,Neutral,Higher,Lower,Lower,Lower,Neutral,1,,,1,,2,1,2,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
501,11695033,23,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,70,2,4,0,46,passed,Yes,Yes,3,26,28.492806109613003,Higher,Higher,Higher,Higher,Lower,Neutral,Higher,Lower,Higher,Lower,1,2,2,1,1,,1,1,2,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
499,11695040,19,18-24,male,At university,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Moderate,4,Conservative,70,55,33,60,66,passed,Yes,Yes,0,26,12.952219886953742,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Neutral,Neutral,Lower,2,1,1,1,1,1,2,,,2,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
156,11695043,19,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Extremely left,1,Green,3,48,34,83,0,passed,Yes,Yes,3,27,30.70244289954791,Higher,Lower,Lower,Neutral,Neutral,Higher,Lower,Lower,Higher,Lower,2,2,2,,,2,2,2,1,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
405,11695048,38,Above 32,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Extremely right,7,Reform UK,6,8,8,8,63,passed,Yes,Yes,1,31,22.213509403063714,Neutral,Higher,Neutral,Higher,Higher,Lower,Higher,Higher,Neutral,Higher,,2,,1,1,2,1,2,,1,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
404,11695049,22,18-24,female,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Labour,13,33,39,66,18,passed,Yes,Yes,2,32,18.69117438792972,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Neutral,Lower,Lower,1,1,2,1,1,1,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
153,11695050,36,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Liberal Democrat,20,60,70,47,20,passed,Yes,Yes,3,29,20.450916849862747,Higher,Higher,Neutral,Higher,Higher,Lower,Lower,Higher,Lower,Lower,1,1,,1,2,1,2,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
164,11695055,23,18-24,male,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,50,15,70,5,75,passed,Yes,Yes,2,28,28.39013913315678,Neutral,Higher,Lower,Higher,Neutral,Higher,Higher,Neutral,Lower,Lower,,1,1,1,,1,1,,1,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
157,11695058,21,18-24,female,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Labour,28,76,74,85,0,passed,Yes,Yes,2,21,32.9460164511584,Higher,Lower,Neutral,Higher,Higher,Higher,Lower,Lower,Neutral,Neutral,2,1,,1,1,1,1,2,,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
408,11695064,37,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,55,50,50,70,50,passed,Yes,Yes,3,27,7.745966692414834,Higher,Higher,Neutral,Neutral,Higher,Higher,Lower,Lower,Higher,Neutral,1,1,,,1,2,1,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
158,11695068,20,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,6,74,52,66,14,passed,Yes,Yes,2,23,27.492544443903334,Higher,Lower,Higher,Lower,Higher,Higher,Lower,Neutral,Higher,Higher,2,1,1,1,1,1,1,,1,2,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
407,11695074,37,Above 32,female,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,81,0,40,73,8,passed,Yes,Yes,0,26,32.84265519107735,Higher,Higher,Higher,Neutral,Higher,Higher,Lower,Lower,Higher,Higher,2,1,1,,1,1,1,1,1,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
163,11695096,18,18-24,male,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Right,6,Reform UK,20,20,50,50,60,passed,Yes,Yes,2,25,16.73320053068151,Higher,Higher,Higher,Neutral,Higher,Lower,Higher,Higher,Higher,Lower,1,1,1,,2,2,1,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
160,11695101,26,25-31,male,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Slightly right,5,Reform UK,36,11,19,24,66,passed,Yes,Yes,3,23,19.19791655362633,Higher,Neutral,Higher,Higher,Higher,Higher,Lower,Neutral,Higher,Neutral,1,,1,1,1,1,1,,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
413,11695129,19,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Liberal Democrat,0,58,77,49,0,passed,Yes,Yes,0,25,31.377699087090498,Higher,Neutral,Lower,Higher,Higher,Neutral,Lower,Lower,Neutral,Higher,1,,2,1,1,,2,1,,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
411,11695130,33,Above 32,male,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Slightly right,5,Conservative,62,36,27,20,16,passed,Yes,Yes,0,24,16.375591592366977,Higher,Higher,Lower,Higher,Neutral,Higher,Higher,Higher,Lower,Neutral,1,1,1,1,,1,1,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
167,11695227,38,Above 32,female,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Right,6,Reform UK,2,1,55,74,90,passed,Yes,Yes,0,27,36.740168753014736,Neutral,Higher,Higher,Higher,Higher,Neutral,Neutral,Lower,Neutral,Lower,,2,1,1,1,,,1,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
415,11695250,21,18-24,female,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Conservative,78,21,32,53,69,passed,Yes,Yes,0,19,21.527656630483495,Higher,Higher,Lower,Higher,Higher,Neutral,Lower,Lower,Higher,Lower,2,1,1,1,1,,2,1,2,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
168,11695262,35,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,65,44,54,33,61,passed,Yes,Yes,3,17,11.637869220780924,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Neutral,Lower,Neutral,2,2,1,1,2,1,1,,2,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
169,11695292,37,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,32,2,6,50,93,passed,Yes,Yes,3,30,33.21204600743532,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Lower,Neutral,Higher,1,1,1,1,2,2,,1,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
416,11695295,23,18-24,male,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,86,7,69,6,72,passed,Yes,Yes,2,27,34.3685903115039,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Neutral,Higher,Lower,1,1,2,2,2,2,1,,2,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
174,11695371,23,18-24,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,0,0,0,70,50,passed,Yes,Yes,2,20,30.066592756745816,Higher,Higher,Higher,Higher,Lower,Higher,Higher,Lower,Higher,Lower,2,1,1,1,1,2,1,1,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
172,11695382,25,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,30,0,9,8,81,passed,Yes,Yes,1,23,29.42515930288229,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,Lower,Neutral,Lower,2,1,1,2,,1,1,2,,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
421,11695383,22,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,69,25,39,5,37,passed,Yes,Yes,3,29,20.861447696648476,Neutral,Neutral,Neutral,Higher,Higher,Lower,Higher,Neutral,Higher,Lower,,,,2,2,1,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
177,11695412,33,Above 32,female,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Moderate,4,SNP,0,0,0,75,5,passed,Yes,Yes,1,27,29.563490998188964,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,Higher,Neutral,Lower,1,1,2,1,,1,2,1,,2,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
423,11695420,21,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,89,21,18,7,90,passed,Yes,Yes,3,27,36.6333181680284,Neutral,Higher,Lower,Higher,Higher,Lower,Lower,Lower,Higher,Higher,,1,1,1,1,1,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
176,11695424,22,18-24,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,75,30,60,49,71,passed,Yes,Yes,2,15,16.260381299342274,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Higher,Lower,1,1,2,2,1,2,2,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
427,11695444,26,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Labour,0,59,22,14,0,passed,Yes,Yes,0,34,21.707141681944215,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Higher,Lower,,1,2,2,1,2,2,2,2,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
178,11695446,21,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,__other,37,57,23,24,53,passed,Yes,Yes,3,25,14.17603611733548,Higher,Neutral,Lower,Neutral,Neutral,Neutral,Lower,Lower,Higher,Lower,1,,1,,,,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
426,11695471,25,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Reform UK,71,30,0,0,100,passed,Yes,Yes,0,21,39.650472884948044,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Neutral,2,1,1,2,1,1,1,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
180,11695501,30,25-31,female,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Slightly right,5,Reform UK,27,39,44,27,53,passed,Yes,Yes,0,23,10.039920318408907,Higher,Neutral,Neutral,Higher,Neutral,Neutral,Lower,Lower,Lower,Lower,1,,,2,,,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
181,11695580,25,25-31,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Right,6,Reform UK,29,9,0,0,100,passed,Yes,Yes,0,35,37.71790025969102,Neutral,Higher,Higher,Higher,Higher,Lower,Higher,Higher,Higher,Higher,,2,2,2,2,1,2,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
182,11695777,28,25-31,male,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,10,10,5,2,65,passed,Yes,Yes,2,18,23.499787233079367,Higher,Higher,Higher,Higher,Neutral,Lower,Higher,Higher,Neutral,Lower,1,2,1,1,,1,1,1,,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
492,11695804,36,Above 32,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Reform UK,34,6,55,54,86,passed,Yes,Yes,0,22,26.39696952303427,Higher,Higher,Neutral,Higher,Lower,Higher,Higher,Lower,Higher,Lower,2,2,,1,2,2,1,2,2,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
430,11695836,21,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Liberal Democrat,50,73,75,55,42,passed,Yes,Yes,1,22,12.946041866145807,Neutral,Neutral,Higher,Lower,Higher,Neutral,Lower,Neutral,Higher,Lower,,,1,1,1,,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
184,11695967,28,25-31,male,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,54,28,45,37,26,passed,Yes,Yes,3,17,10.488088481701515,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Lower,1,1,1,1,1,2,1,2,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
186,11696035,30,25-31,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Extremely right,7,Labour,0,100,0,0,0,passed,Yes,Yes,3,21,40,Neutral,Lower,Lower,Higher,Higher,Neutral,Neutral,Neutral,Higher,Lower,,1,1,2,1,,,,2,2,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
